intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1278,1225,1228,1251,1203,1189,1164,1122
1539,0,1242,1195,1220,1275,1252,1169,1182,1161
1533,0.3734,1271,1234,1273,1302,1253,1169,1161,1138
1573,0.0488,1250,1227,1256,1308,1288,1184,1223,1160
1577,0.397,1289,1222,1280,1306,1264,1186,1214,1206
1593,0.1378,1267,1249,1286,1340,1298,1210,1214,1208
1603,0.4256,1323,1264,1247,1332,1355,1228,1267,1210
1623,0.2846,1298,1284,1257,1365,1295,1248,1234,1234
1592,0.6316,1293,1247,1295,1366,1350,1265,1255,1274
1641,0.3291,1288,1292,1288,1385,1314,1262,1265,1241
1655,0.3644,1319,1274,1323,1394,1325,1294,1254,1281
1686,0.2124,1311,1287,1351,1398,1359,1285,1306,1262
1645,0.7958,1316,1327,1314,1387,1370,1276,1302,1304
1704,0.5862,1371,1332,1333,1458,1386,1330,1310,1332
1728,0.3352,1336,1295,1361,1467,1362,1330,1316,1326
1763,0.4835,1348,1335,1336,1465,1367,1353,1343,1374
1743,0.6532,1366,1349,1377,1487,1416,1362,1356,1380
1762,0.6613,1352,1344,1380,1481,1429,1400,1352,1372
1789,0.624,1379,1361,1422,1544,1437,1437,1389,1421
1814,0.6512,1352,1376,1405,1509,1464,1437,1405,1435
1821,0.6871,1411,1394,1438,1550,1486,1430,1450,1436
1879,0.5378,1382,1407,1437,1562,1528,1467,1447,1493
1863,0.7579,1433,1415,1475,1614,1551,1482,1480,1503
1882,0.8238,1455,1440,1471,1547,1528,1508,1530,1504
1953,0.6599,1466,1443,1513,1628,1582,1512,1524,1560
1947,0.7902,1487,1467,1520,1656,1573,1549,1523,1571
1985,0.8078,1489,1493,1525,1667,1607,1545,1582,1582
2015,0.7781,1507,1500,1574,1663,1630,1584,1583,1610
2053,0.6617,1537,1530,1569,1736,1606,1599,1627,1636
2087,0.7728,1545,1561,1592,1702,1712,1633,1629,1698
2126,1,1569,1547,1572,1769,1731,1702,1680,1723
2142,0.8128,1584,1611,1626,1776,1777,1720,1709,1750
2177,0.8266,1619,1578,1624,1788,1772,1733,1711,1709
2208,0.9281,1631,1631,1657,1826,1789,1761,1742,1782
2258,0.8162,1686,1650,1719,1891,1853,1802,1756,1815
2303,0.8643,1680,1639,1724,1905,1871,1856,1819,1856
2318,0.8621,1731,1666,1781,1949,1940,1910,1856,1908
2402,0.7727,1734,1728,1792,2007,1948,1920,1900,1954
2449,0.7549,1827,1796,1789,2014,2019,1998,1948,1982
2483,0.86,1778,1797,1856,2039,2027,1998,1947,2014
2490,0.9438,1829,1788,1886,2082,2093,2037,1951,2071
2588,0.7927,1835,1828,1942,2137,2108,2021,2018,2112
2615,0.8846,1878,1876,1956,2137,2133,2102,2061,2136
2723,0.7552,1923,1887,1974,2228,2180,2167,2124,2188
2753,0.8614,1928,1914,2010,2210,2307,2186,2165,2220
2849,0.5966,1970,1955,2075,2297,2275,2232,2205,2300
2838,0.8254,2026,1982,2074,2275,2328,2276,2246,2344
2956,0.7628,2062,2014,2164,2388,2393,2297,2300,2397
3022,0.7949,2109,2058,2177,2430,2461,2388,2327,2431
3175,0.462,2113,2110,2234,2451,2542,2408,2429,2511
3217,0.5248,2186,2094,2293,2535,2574,2503,2437,2579
3255,0.6998,2210,2183,2348,2542,2627,2560,2540,2658
3364,0.6269,2243,2244,2411,2649,2669,2581,2574,2725
3443,0.6696,2291,2324,2472,2726,2779,2637,2635,2780
3483,0.7154,2337,2319,2466,2750,2787,2738,2711,2856
3592,0.6626,2386,2395,2556,2782,2827,2783,2770,2926
3728,0.4952,2467,2436,2605,2829,2952,2864,2842,2991
3823,0.5717,2472,2471,2657,2911,3000,2919,2897,3042
3950,0.4977,2544,2575,2723,3019,3084,2978,2984,3157
4055,0.4356,2606,2618,2812,3084,3189,3093,3080,3225
4176,0.4493,2670,2672,2861,3145,3216,3172,3115,3324
4263,0.4547,2716,2753,2954,3219,3326,3248,3218,3390
4407,0.4525,2739,2803,3044,3275,3428,3301,3320,3498
4523,0.3742,2844,2885,3135,3373,3508,3400,3459,3592
4618,0.4865,2873,2920,3133,3442,3667,3547,3521,3645
4745,0.4143,2976,3032,3266,3538,3702,3627,3625,3747
4914,0.3817,3031,3086,3328,3634,3821,3671,3765,3906
5122,0.2698,3107,3195,3443,3756,3908,3796,3846,3990
5185,0.4303,3113,3221,3533,3848,4129,3907,3934,4095
5390,0.3291,3243,3337,3610,3923,4161,4018,4019,4187
5511,0.3948,3343,3408,3752,4033,4323,4139,4167,4384
5660,0.3799,3416,3486,3856,4149,4400,4251,4291,4449
5822,0.4073,3496,3564,3933,4251,4475,4319,4433,4563
6031,0.3232,3620,3669,4071,4381,4641,4510,4576,4704
6189,0.407,3657,3756,4145,4483,4806,4565,4699,4897
6380,0.3867,3724,3857,4239,4650,4985,4732,4803,5037
6621,0.2974,3839,3993,4408,4748,5113,4892,4972,5150
6846,0.3023,3911,4100,4486,4876,5258,5024,5145,5285
7008,0.3449,4056,4162,4696,5037,5457,5160,5257,5495
7234,0.3806,4147,4319,4830,5178,5564,5319,5439,5615
7471,0.3215,4280,4376,4941,5343,5704,5488,5652,5795
7703,0.3909,4386,4556,5097,5484,5868,5663,5814,5976
7892,0.3943,4523,4628,5244,5649,6057,5855,6017,6153
8240,0.3127,4652,4817,5424,5845,6297,6043,6193,6449
8490,0.3336,4778,4931,5634,6043,6492,6292,6374,6578
8732,0.3977,4929,5073,5703,6120,6729,6441,6564,6759
8979,0.4533,5067,5208,5898,6339,6855,6617,6804,6994
9333,0.3647,5187,5377,6120,6534,7087,6859,7049,7236
9705,0.3376,5426,5564,6323,6731,7303,7159,7264,7467
10047,0.3339,5586,5728,6547,6956,7658,7455,7532,7734
10365,0.3656,5708,5918,6689,7108,7811,7577,7771,7949
10723,0.3745,5867,6052,6930,7328,8028,7852,8041,8241
11145,0.0715,6100,6330,7233,7611,8378,8191,8321,8532
11457,0.0715,6222,6428,7279,7808,8644,8390,8592,8775
11754,0.0715,6442,6644,7639,8081,8860,8701,8850,9153
12188,0.0715,6677,6847,7906,8312,9198,8918,9176,9414
12552,0.0715,6799,7120,8149,8627,9492,9301,9487,9708
13019,0.0715,7132,7377,8563,8902,9919,9729,9920,10119
13557,0.0715,7347,7640,8846,9220,10223,10063,10202,10549
13916,0.0715,7490,7825,9130,9489,10492,10304,10505,10837
14376,0.0715,7794,8136,9387,9800,10842,10772,10909,11191
14859,0.0715,8039,8378,9738,10065,11224,11126,11185,11618
15360,0.0715,8230,8696,10128,10461,11616,11476,11688,12099
15926,0.0715,8555,9067,10530,10786,12061,11896,12126,12474
16525,0.0715,8823,9361,10937,11147,12466,12280,12474,12919
17102,0.0715,9124,9703,11365,11568,12945,12839,12933,13446
17639,0.0715,9526,10210,11756,12039,13444,13304,13451,14044
18374,0.0715,9854,10527,12261,12521,13933,13836,13914,14601
18936,0.0715,10199,10973,12755,12998,14463,14344,14449,15128
19605,0.0715,10571,11469,13184,13397,15035,14826,14941,15704
20333,0.0715,11000,11847,13750,14099,15695,15436,15589,16411
21100,0.0715,11398,12351,14293,14551,16239,15980,16163,16936
21842,0.0715,11819,12827,14894,15113,16797,16737,16765,17641
22651,0.0715,12297,13360,15405,15607,17476,17247,17303,18274
23406,0.0715,12705,13911,16022,16262,18204,17779,17924,18936
24263,0.0715,13205,14504,16691,16945,18915,18616,18617,19808
25174,0.0715,13737,15089,17310,17579,19619,19345,19353,20550
25998,0.0715,14231,15624,18014,18297,20428,20000,20154,21393
26958,0.0715,14799,16240,18752,19042,21104,20698,20758,22212
27954,0.0715,15193,16918,19503,19806,22078,21560,21590,23179
28996,0.0715,15944,17553,20244,20593,22850,22348,22349,24049
30017,0.0715,16654,18246,21108,21521,23668,23188,23262,25001
31219,0.0715,17184,19022,21963,22413,24729,24061,24245,26090
32349,0.0715,17839,19748,22728,23271,25624,25008,25145,26988
33395,0.0715,18532,20504,23545,24208,26571,25909,25986,28089
34536,0.0715,19250,21217,24465,25198,27613,26903,27066,29131
35904,0.0715,19949,22137,25496,26121,28480,27909,28017,30301
36917,0.0715,20751,22886,26447,27104,29662,28979,28934,31546
1540,0.6233,,,,,,,,
1573,0.2331,,,,,,,,
1584,0.3282,,,,,,,,
1625,0.1073,,,,,,,,
1626,0.1738,,,,,,,,
1630,0.275,,,,,,,,
1670,0.106,,,,,,,,
1694,0.238,,,,,,,,
1709,0.1257,,,,,,,,
1736,0.0333,,,,,,,,
1753,0.1485,,,,,,,,
1786,0.1463,,,,,,,,
1771,0.1889,,,,,,,,
1847,0.0283,,,,,,,,
1864,0.9924,,,,,,,,
1887,0.9067,,,,,,,,
1902,0.9629,,,,,,,,
1946,0.9912,,,,,,,,
1985,0.5944,,,,,,,,
2015,0.864,,,,,,,,
2023,1,,,,,,,,
2115,0.7536,,,,,,,,
2134,0.754,,,,,,,,
2150,0.917,,,,,,,,
2226,0.518,,,,,,,,
2243,0.6045,,,,,,,,
2291,0.4928,,,,,,,,
2341,0.6054,,,,,,,,
2375,0.5726,,,,,,,,
2432,0.5595,,,,,,,,
2511,0.4365,,,,,,,,
2549,0.4899,,,,,,,,
2560,0.5996,,,,,,,,
2673,0.4156,,,,,,,,
2708,0.268,,,,,,,,
2756,0.3237,,,,,,,,
2816,0.3356,,,,,,,,
2827,0.4148,,,,,,,,
3020,0,,,,,,,,
3001,0.2795,,,,,,,,
3062,0.7828,,,,,,,,
3153,0.6075,,,,,,,,
3188,0.7257,,,,,,,,
3267,0.676,,,,,,,,
3353,0.6098,,,,,,,,
3385,0.6522,,,,,,,,
3491,0.5937,,,,,,,,
3589,0.4438,,,,,,,,
3657,0.5213,,,,,,,,
3739,0.459,,,,,,,,
3860,0.3469,,,,,,,,
3956,0.3849,,,,,,,,
4011,0.4361,,,,,,,,
4112,0.2178,,,,,,,,
4218,0.2056,,,,,,,,
4301,0.6432,,,,,,,,
4413,0.6359,,,,,,,,
4518,0.6457,,,,,,,,
4616,0.6596,,,,,,,,
4706,0.6878,,,,,,,,
4848,0.5942,,,,,,,,
4992,0.5387,,,,,,,,
5119,0.4745,,,,,,,,
5235,0.4646,,,,,,,,
5327,0.5561,,,,,,,,
5498,0.4673,,,,,,,,
5659,0.434,,,,,,,,
5758,0.5363,,,,,,,,
5894,0.5611,,,,,,,,
6083,0.4874,,,,,,,,
6205,0.4411,,,,,,,,
6431,0.31,,,,,,,,
6542,0.4528,,,,,,,,
6721,0.4542,,,,,,,,
6947,0.3919,,,,,,,,
7067,0.5287,,,,,,,,
7342,0.3245,,,,,,,,
7508,0.3703,,,,,,,,
7716,0.4018,,,,,,,,
7929,0.3817,,,,,,,,
8116,0.4231,,,,,,,,
8417,0.3217,,,,,,,,
8576,0.4095,,,,,,,,
8870,0.3932,,,,,,,,
9124,0.3401,,,,,,,,
9336,0.4439,,,,,,,,
9645,0.386,,,,,,,,
9908,0.3893,,,,,,,,
10275,0.3114,,,,,,,,
10621,0.2822,,,,,,,,
10889,0.3452,,,,,,,,
11240,0.3566,,,,,,,,
11569,0.3429,,,,,,,,
11943,0.3603,,,,,,,,
12317,0.3675,,,,,,,,
12670,0.4065,,,,,,,,
13099,0.3773,,,,,,,,
13685,0.224,,,,,,,,
14144,0.2317,,,,,,,,
14495,0.3346,,,,,,,,
14951,0.3708,,,,,,,,
15373,0.447,,,,,,,,
15896,0.4519,,,,,,,,
16499,0.4085,,,,,,,,
16999,0.4738,,,,,,,,
17628,0.4758,,,,,,,,
18278,0.4467,,,,,,,,
18844,0.5179,,,,,,,,
19474,0.5806,,,,,,,,
20188,0.5694,,,,,,,,
20967,0.5677,,,,,,,,
21576,0.303,,,,,,,,
22365,0.3304,,,,,,,,
23048,0.4555,,,,,,,,
23857,0.5245,,,,,,,,
24798,0.33,,,,,,,,
25656,0.4261,,,,,,,,
26464,0.5717,,,,,,,,
27449,0.4055,,,,,,,,
28476,0.4901,,,,,,,,
29329,0.4872,,,,,,,,
30415,0.5802,,,,,,,,
31570,0.6795,,,,,,,,
32700,0.3807,,,,,,,,
33797,0.3342,,,,,,,,
34997,0.5185,,,,,,,,
36218,0.3638,,,,,,,,
37528,0.5362,,,,,,,,
1546,0.1823,,,,,,,,
1561,0.0997,,,,,,,,
1614,0,,,,,,,,
1557,0.4951,,,,,,,,
1589,0.5479,,,,,,,,
1603,0.304,,,,,,,,
1633,0.4579,,,,,,,,
1685,0.1158,,,,,,,,
1626,0.678,,,,,,,,
1699,0.029,,,,,,,,
1665,0.3598,,,,,,,,
1717,0.2636,,,,,,,,
1717,0.3052,,,,,,,,
1716,0.3951,,,,,,,,
1739,0.2488,,,,,,,,
1746,0.5529,,,,,,,,
1788,0.3459,,,,,,,,
1765,0.4751,,,,,,,,
1804,0.4788,,,,,,,,
1808,0.4101,,,,,,,,
1850,0.4842,,,,,,,,
1832,0.5499,,,,,,,,
1899,0.409,,,,,,,,
1889,0.7214,,,,,,,,
1930,0.5149,,,,,,,,
1961,0.4744,,,,,,,,
1963,0.4581,,,,,,,,
2008,0.5655,,,,,,,,
2042,0.4053,,,,,,,,
2104,0.2654,,,,,,,,
2068,0.5679,,,,,,,,
2086,0.5364,,,,,,,,
2084,0.631,,,,,,,,
2146,0.7754,,,,,,,,
2159,0.6088,,,,,,,,
2170,0.6933,,,,,,,,
2228,0.591,,,,,,,,
2277,0.5969,,,,,,,,
2335,0.5063,,,,,,,,
2333,0.6814,,,,,,,,
2391,0.6027,,,,,,,,
2353,0.7836,,,,,,,,
2401,0.7638,,,,,,,,
2428,0.7964,,,,,,,,
2462,0.8681,,,,,,,,
2525,0.7292,,,,,,,,
2568,0.8118,,,,,,,,
2571,0.9437,,,,,,,,
2656,0.8849,,,,,,,,
2660,0.8737,,,,,,,,
2741,0.8719,,,,,,,,
2795,0.8172,,,,,,,,
2821,0.9467,,,,,,,,
2917,0.6874,,,,,,,,
2914,1,,,,,,,,
3002,0.8262,,,,,,,,
3058,0.9345,,,,,,,,
3121,0.7766,,,,,,,,
3163,0.8354,,,,,,,,
3283,0.6979,,,,,,,,
3309,0.8048,,,,,,,,
3452,0.6973,,,,,,,,
3467,0.7915,,,,,,,,
3539,0.8444,,,,,,,,
3602,0.9168,,,,,,,,
3715,0.7876,,,,,,,,
3753,0.7974,,,,,,,,
3868,0.8497,,,,,,,,
3945,0.8833,,,,,,,,
4075,0.7609,,,,,,,,
4155,0.8219,,,,,,,,
4251,0.8078,,,,,,,,
4357,0.7845,,,,,,,,
4483,0.7465,,,,,,,,
4608,0.7664,,,,,,,,
4713,0.733,,,,,,,,
4876,0.7372,,,,,,,,
5034,0.5747,,,,,,,,
5156,0.5959,,,,,,,,
5285,0.5976,,,,,,,,
5429,0.5831,,,,,,,,
5637,0.6074,,,,,,,,
5782,0.6168,,,,,,,,
6003,0.5324,,,,,,,,
6223,0.4452,,,,,,,,
6381,0.4934,,,,,,,,
6634,0.734,,,,,,,,
6836,0.7507,,,,,,,,
7142,0.5632,,,,,,,,
7463,0.3592,,,,,,,,
7631,0.5121,,,,,,,,
7958,0.3582,,,,,,,,
8314,0.4702,,,,,,,,
8563,0.4729,,,,,,,,
8885,0.3853,,,,,,,,
9222,0.8897,,,,,,,,
9620,0.7568,,,,,,,,
10050,0.6311,,,,,,,,
10575,0.361,,,,,,,,
10901,0.4049,,,,,,,,
11298,0.4967,,,,,,,,
11752,0.4395,,,,,,,,
12252,0.6498,,,,,,,,
12820,0.5109,,,,,,,,
13368,0.4069,,,,,,,,
13868,0.3529,,,,,,,,
14561,0.6538,,,,,,,,
15308,0.4581,,,,,,,,
15895,0.4386,,,,,,,,
16530,0.3819,,,,,,,,
17409,0.5133,,,,,,,,
18018,0.5446,,,,,,,,
18727,0.9369,,,,,,,,
