intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
1539,0.1264,1511,1426,1431,1515,1519,1598,1582,1560,1484,1445
1539,0,1537,1442,1449,1539,1547,1596,1596,1577,1489,1450
1533,0.3734,1533,1474,1438,1542,1540,1586,1600,1577,1514,1438
1573,0.0488,1544,1468,1431,1573,1549,1615,1639,1608,1516,1475
1577,0.397,1544,1504,1472,1542,1595,1622,1621,1640,1547,1501
1593,0.1378,1556,1503,1472,1567,1621,1637,1630,1609,1569,1535
1603,0.4256,1559,1503,1495,1584,1619,1672,1647,1634,1564,1505
1623,0.2846,1570,1477,1478,1618,1640,1666,1673,1614,1556,1549
1592,0.6316,1540,1461,1491,1596,1641,1658,1745,1680,1617,1550
1641,0.3291,1602,1538,1518,1600,1639,1703,1672,1701,1598,1555
1655,0.3644,1622,1520,1514,1605,1657,1731,1717,1696,1633,1576
1686,0.2124,1624,1560,1567,1668,1677,1727,1718,1718,1616,1574
1645,0.7958,1621,1541,1581,1671,1700,1764,1753,1765,1632,1610
1704,0.5862,1611,1555,1590,1679,1731,1798,1762,1754,1678,1634
1728,0.3352,1659,1540,1592,1706,1702,1789,1771,1767,1693,1669
1763,0.4835,1690,1578,1596,1718,1782,1827,1789,1785,1700,1630
1743,0.6532,1636,1606,1633,1727,1772,1802,1799,1810,1729,1697
1762,0.6613,1710,1590,1647,1756,1769,1852,1856,1812,1757,1726
1789,0.624,1693,1599,1690,1769,1817,1897,1887,1885,1788,1708
1814,0.6512,1737,1643,1695,1774,1809,1904,1881,1869,1782,1740
1821,0.6871,1707,1623,1727,1844,1859,1945,1893,1895,1799,1737
1879,0.5378,1741,1661,1717,1838,1854,1940,1917,1914,1770,1853
1863,0.7579,1751,1680,1739,1835,1894,1982,1925,1916,1815,1815
1882,0.8238,1823,1718,1761,1865,1930,1978,1978,1980,1886,1833
1953,0.6599,1783,1718,1794,1893,1961,2020,2009,2006,1935,1865
1947,0.7902,1824,1732,1823,1893,1978,2032,1982,2034,1903,1894
1985,0.8078,1806,1752,1805,1960,2001,2102,2008,2091,1970,1903
2015,0.7781,1838,1764,1837,1948,1979,2111,2029,2063,1976,1915
2053,0.6617,1840,1796,1841,1996,2058,2128,2068,2116,1974,1969
2087,0.7728,1880,1806,1901,2018,2061,2183,2136,2119,2059,2002
2126,1,1898,1811,1905,2036,2130,2213,2173,2158,2064,2010
