intensity,uaa,s1,s2,s3,s4,s5,s6,s7,s8
1539,0.1264,1059,963,1003,1030,1007,1037,1074,1022
1539,0,1060,964,1051,1022,1072,1049,1070,1067
1533,0.3734,1047,959,1048,1023,1062,1062,1085,1067
1573,0.0488,1063,989,1026,1049,1055,1084,1073,1075
1577,0.397,1070,1005,1066,1047,1079,1057,1113,1055
1593,0.1378,1056,984,1066,1073,1093,1120,1095,1064
1603,0.4256,1096,1002,1088,1089,1118,1123,1123,1113
1623,0.2846,1086,981,1085,1083,1104,1074,1098,1084
1592,0.6316,1083,1035,1089,1099,1098,1102,1098,1070
1641,0.3291,1140,1037,1105,1113,1118,1120,1096,1070
1655,0.3644,1150,1022,1154,1133,1136,1132,1139,1137
1686,0.2124,1115,1001,1088,1124,1167,1156,1175,1157
1645,0.7958,1153,1063,1134,1112,1157,1140,1198,1136
1704,0.5862,1145,1068,1129,1162,1169,1175,1146,1143
1728,0.3352,1150,1071,1122,1166,1226,1196,1181,1180
1763,0.4835,1143,1093,1201,1174,1211,1200,1192,1167
1743,0.6532,1204,1085,1177,1205,1249,1200,1225,1200
1762,0.6613,1214,1093,1228,1212,1232,1237,1230,1212
1789,0.624,1214,1101,1212,1230,1244,1246,1231,1226
1814,0.6512,1203,1142,1206,1218,1241,1275,1268,1287
1821,0.6871,1223,1131,1253,1247,1317,1266,1265,1293
1879,0.5378,1229,1153,1300,1328,1234,1311,1233,1246
1863,0.7579,1269,1162,1283,1283,1331,1331,1286,1277
1882,0.8238,1264,1147,1307,1312,1332,1352,1347,1309
1953,0.6599,1252,1176,1350,1333,1325,1348,1309,1294
1947,0.7902,1281,1191,1322,1359,1369,1385,1362,1345
1985,0.8078,1304,1217,1374,1359,1380,1404,1356,1390
2015,0.7781,1356,1270,1402,1430,1380,1407,1395,1380
2053,0.6617,1312,1232,1419,1422,1413,1428,1424,1395
2087,0.7728,1415,1269,1477,1446,1452,1459,1436,1439
2126,1,1359,1260,1513,1469,1461,1497,1458,1441
2142,0.8128,1400,1315,1497,1499,1494,1488,1480,1470
2177,0.8266,1393,1307,1504,1512,1520,1557,1499,1496
2208,0.9281,1423,1349,1553,1558,1514,1567,1497,1517
2258,0.8162,1440,1383,1583,1572,1578,1620,1564,1608
2303,0.8643,1499,1395,1608,1597,1606,1638,1583,1610
2318,0.8621,1504,1390,1666,1614,1633,1642,1641,1631
2402,0.7727,1485,1445,1663,1706,1652,1696,1650,1684
2449,0.7549,1551,1464,1768,1722,1731,1786,1674,1712
2483,0.86,1602,1469,1741,1682,1762,1725,1692,1696
2490,0.9438,1581,1494,1808,1784,1759,1823,1720,1792
2588,0.7927,1614,1504,1851,1773,1828,1815,1796,1795
2615,0.8846,1655,1492,1897,1821,1870,1900,1813,1898
2723,0.7552,1700,1586,1897,1843,1891,1956,1849,1889
2753,0.8614,1684,1559,1962,1903,1960,1951,1872,1938
2849,0.5966,1770,1618,2009,1967,1990,2037,1949,1992
2838,0.8254,1824,1647,2058,1929,2052,2126,1956,2021
2956,0.7628,1818,1690,2094,2021,2084,2101,2029,2091
3022,0.7949,1842,1718,2164,2081,2154,2182,2084,2144
3175,0.462,1876,1814,2210,2135,2208,2266,2130,2168
3217,0.5248,1899,1795,2287,2185,2250,2283,2167,2241
3255,0.6998,1976,1863,2380,2200,2288,2335,2282,2259
3364,0.6269,2032,1926,2423,2260,2372,2383,2225,2369
3443,0.6696,2072,1965,2451,2371,2445,2439,2336,2367
3483,0.7154,2097,2035,2512,2409,2500,2533,2401,2445
3592,0.6626,2177,2018,2618,2459,2574,2577,2470,2535
3728,0.4952,2195,2121,2706,2474,2619,2676,2530,2632
3823,0.5717,2283,2152,2771,2561,2670,2727,2583,2698
3950,0.4977,2363,2240,2811,2653,2789,2804,2677,2793
4055,0.4356,2367,2287,2947,2696,2802,2882,2725,2813
4176,0.4493,2446,2348,3000,2770,2874,2930,2839,2934
4263,0.4547,2557,2432,3088,2846,2983,3073,2918,2971
4407,0.4525,2626,2514,3191,2938,3068,3159,3025,3087
4523,0.3742,2703,2566,3304,3031,3122,3179,3082,3177
4618,0.4865,2733,2655,3357,3125,3206,3318,3169,3246
4745,0.4143,2854,2689,3453,3185,3308,3387,3255,3341
4914,0.3817,2910,2842,3520,3260,3402,3482,3367,3444
5122,0.2698,3030,2882,3653,3362,3503,3552,3424,3563
5185,0.4303,3120,2993,3733,3450,3579,3693,3593,3669
5390,0.3291,3187,3078,3871,3499,3688,3862,3654,3781
5511,0.3948,3287,3178,3971,3643,3795,3929,3767,3907
5660,0.3799,3434,3301,4083,3737,3915,4010,3918,4032
5822,0.4073,3476,3362,4207,3894,3995,4180,4022,4166
6031,0.3232,3586,3452,4351,3940,4146,4234,4179,4295
6189,0.407,3705,3655,4471,4029,4266,4470,4240,4364
6380,0.3867,3830,3700,4638,4209,4388,4588,4389,4544
6621,0.2974,3961,3815,4769,4308,4478,4731,4608,4690
6846,0.3023,4079,3937,4921,4344,4650,4838,4700,4837
7008,0.3449,4244,4060,5034,4554,4766,4995,4840,4964
7234,0.3806,4384,4156,5185,4756,4976,5234,4999,5196
7471,0.3215,4471,4312,5367,4826,5074,5346,5147,5317
7703,0.3909,4612,4457,5559,5033,5259,5564,5351,5486
7892,0.3943,4764,4634,5667,5133,5413,5689,5538,5665
8240,0.3127,4937,4832,5904,5308,5628,5980,5739,5889
8490,0.3336,5068,4939,6133,5493,5812,6149,5917,6120
8732,0.3977,5185,5098,6264,5674,5989,6345,6105,6292
8979,0.4533,5406,5274,6474,5838,6193,6520,6312,6487
9333,0.3647,5552,5461,6731,6077,6419,6738,6514,6739
9705,0.3376,5775,5769,6922,6310,6644,7043,6770,7018
10047,0.3339,6011,5927,7246,6537,6933,7325,7057,7306
10365,0.3656,6160,6082,7387,6731,7044,7538,7270,7431
10723,0.3745,6315,6287,7679,6989,7321,7844,7526,7781
11145,0.0715,6494,6521,7953,7231,7637,8143,7839,8085
11457,0.0715,6780,6698,8163,7455,7909,8354,8053,8308
11754,0.0715,6982,6968,8474,7784,8155,8665,8355,8626
12188,0.0715,7238,7223,8720,8068,8440,8996,8663,8986
12552,0.0715,7456,7487,9006,8328,8773,9289,8953,9308
13019,0.0715,7793,7812,9387,8731,9164,9748,9364,9672
13557,0.0715,8059,8068,9721,9030,9564,10118,9691,10020
13916,0.0715,8293,8270,9929,9346,9760,10372,9969,10305
14376,0.0715,8581,8625,10296,9731,10149,10741,10383,10714
14859,0.0715,8922,8873,10635,10057,10558,11169,10778,11103
15360,0.0715,9237,9239,11011,10509,11010,11543,11163,11521
15926,0.0715,9546,9604,11532,10921,11341,12087,11593,11968
16525,0.0715,9917,9957,11840,11300,11884,12514,12062,12487
17102,0.0715,10279,10395,12289,11750,12394,12991,12541,12932
17639,0.0715,10700,10753,12825,12305,12920,13569,13111,13419
18374,0.0715,11100,11196,13321,12854,13437,14165,13658,13997
18936,0.0715,11613,11583,13814,13288,13955,14665,14214,14556
19605,0.0715,11981,12063,14312,13862,14553,15189,14707,15093
20333,0.0715,12519,12579,14914,14506,15161,15924,15344,15691
21100,0.0715,12962,12993,15475,15064,15753,16397,15978,16382
21842,0.0715,13379,13519,15914,15687,16315,17096,16540,16928
22651,0.0715,13911,14093,16665,16386,17001,17705,17260,17548
23406,0.0715,14388,14675,17369,16946,17645,18424,17999,18229
24263,0.0715,15014,15249,18032,17704,18264,19211,18644,18878
25174,0.0715,15610,15817,18752,18444,19085,19864,19368,19706
25998,0.0715,16292,16503,19437,19176,19829,20694,20189,20428
26958,0.0715,16904,17078,20232,19955,20624,21515,21002,21250
27954,0.0715,17523,17870,21177,20864,21414,22424,21851,22177
28996,0.0715,18149,18495,21903,21675,22249,23283,22801,22936
30017,0.0715,19008,19350,22737,22476,23153,24170,23654,23858
31219,0.0715,19804,20197,23723,23393,24122,25134,24631,24895
32349,0.0715,20521,20843,24683,24335,24935,26162,25590,25853
33395,0.0715,21485,21750,25709,25337,25898,27198,26504,26797
34536,0.0715,22338,22554,26810,26166,26914,27999,27455,27891
35904,0.0715,23201,23464,27867,27225,27987,29196,28576,28982
36917,0.0715,24248,24408,28861,28172,29182,30246,29679,30164
1540,0.6233,,,,,,,,
1573,0.2331,,,,,,,,
1584,0.3282,,,,,,,,
1625,0.1073,,,,,,,,
1626,0.1738,,,,,,,,
1630,0.275,,,,,,,,
1670,0.106,,,,,,,,
1694,0.238,,,,,,,,
1709,0.1257,,,,,,,,
1736,0.0333,,,,,,,,
1753,0.1485,,,,,,,,
1786,0.1463,,,,,,,,
1771,0.1889,,,,,,,,
1847,0.0283,,,,,,,,
1864,0.9924,,,,,,,,
1887,0.9067,,,,,,,,
1902,0.9629,,,,,,,,
1946,0.9912,,,,,,,,
1985,0.5944,,,,,,,,
2015,0.864,,,,,,,,
2023,1,,,,,,,,
2115,0.7536,,,,,,,,
2134,0.754,,,,,,,,
2150,0.917,,,,,,,,
2226,0.518,,,,,,,,
2243,0.6045,,,,,,,,
2291,0.4928,,,,,,,,
2341,0.6054,,,,,,,,
2375,0.5726,,,,,,,,
2432,0.5595,,,,,,,,
2511,0.4365,,,,,,,,
2549,0.4899,,,,,,,,
2560,0.5996,,,,,,,,
2673,0.4156,,,,,,,,
2708,0.268,,,,,,,,
2756,0.3237,,,,,,,,
2816,0.3356,,,,,,,,
2827,0.4148,,,,,,,,
3020,0,,,,,,,,
3001,0.2795,,,,,,,,
3062,0.7828,,,,,,,,
3153,0.6075,,,,,,,,
3188,0.7257,,,,,,,,
3267,0.676,,,,,,,,
3353,0.6098,,,,,,,,
3385,0.6522,,,,,,,,
3491,0.5937,,,,,,,,
3589,0.4438,,,,,,,,
3657,0.5213,,,,,,,,
3739,0.459,,,,,,,,
3860,0.3469,,,,,,,,
3956,0.3849,,,,,,,,
4011,0.4361,,,,,,,,
4112,0.2178,,,,,,,,
4218,0.2056,,,,,,,,
4301,0.6432,,,,,,,,
4413,0.6359,,,,,,,,
4518,0.6457,,,,,,,,
4616,0.6596,,,,,,,,
4706,0.6878,,,,,,,,
4848,0.5942,,,,,,,,
4992,0.5387,,,,,,,,
5119,0.4745,,,,,,,,
5235,0.4646,,,,,,,,
5327,0.5561,,,,,,,,
5498,0.4673,,,,,,,,
5659,0.434,,,,,,,,
5758,0.5363,,,,,,,,
5894,0.5611,,,,,,,,
6083,0.4874,,,,,,,,
6205,0.4411,,,,,,,,
6431,0.31,,,,,,,,
6542,0.4528,,,,,,,,
6721,0.4542,,,,,,,,
6947,0.3919,,,,,,,,
7067,0.5287,,,,,,,,
7342,0.3245,,,,,,,,
7508,0.3703,,,,,,,,
7716,0.4018,,,,,,,,
7929,0.3817,,,,,,,,
8116,0.4231,,,,,,,,
8417,0.3217,,,,,,,,
8576,0.4095,,,,,,,,
8870,0.3932,,,,,,,,
9124,0.3401,,,,,,,,
9336,0.4439,,,,,,,,
9645,0.386,,,,,,,,
9908,0.3893,,,,,,,,
10275,0.3114,,,,,,,,
10621,0.2822,,,,,,,,
10889,0.3452,,,,,,,,
11240,0.3566,,,,,,,,
11569,0.3429,,,,,,,,
11943,0.3603,,,,,,,,
12317,0.3675,,,,,,,,
12670,0.4065,,,,,,,,
13099,0.3773,,,,,,,,
13685,0.224,,,,,,,,
14144,0.2317,,,,,,,,
14495,0.3346,,,,,,,,
14951,0.3708,,,,,,,,
15373,0.447,,,,,,,,
15896,0.4519,,,,,,,,
16499,0.4085,,,,,,,,
16999,0.4738,,,,,,,,
17628,0.4758,,,,,,,,
18278,0.4467,,,,,,,,
18844,0.5179,,,,,,,,
19474,0.5806,,,,,,,,
20188,0.5694,,,,,,,,
